id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
341,31,,,,M7,"Those guidelines, the 2005 Flow Plan explicitly provides, are set forth in “SunTrust Mortgage guidelines that are currently being used and have been mutually agreed upon.” The partial integration doctrine obtains in situations where, wholly unlike this one, the written instrument is silent on a material issue and consequently fails to impart a “complete legal obligation.” Cf.","Those guidelines, the 2005 Flow Plan specifically requires, are set forth in “ SunTrust Mortgage guidelines that are currently being used and have been equally agreed upon. ” The partial separation likewise follows in situations where, wholly unlike this one, the written instrument is silent on a material issue and thus fails to provide a “ complete legal obligation. ” Cf."
342,32,,,,M6,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","She satisfied the criteria because ( 1 ) the phrase “ in receipt of compensation ” in section 2302 ( a ) ( 1 ) should be read to include those veterans , and ( 2 ) Wingard was entitled to receive compensation at the time of his death because 38 U.S.C. .Those veterans were entitled to receive compensation .Wingard was Mr. ."
343,32,,,,M9,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","While contacting this court, the suer argued that she satisfied the requirements for non-service-connected burial support due to a few reasons. These reasons include: (1) veterans deserving compensation at death should be included in the phrase “in receipt of compensation” in section 2302(a)(1), and (2) Mr. Wingard deserved compensation at his death because 38 U.S.C."
344,32,,,,M8,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","on appeal court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because the phrase “in receipt of compensation” veterans who were entitled to receive compensation at death, and mr. wingard was entitled to receive compensation at the time of his death because 38"
345,32,,,,M7,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court, the appellee claimed that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “ in receipt of compensation ” in section 2302 (a) (1) should be read to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C."
346,32,,,,M3,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court , the defendant said that she satisfied the criteria for non-service-connected burial benefits because ( 1 ) the phrase “ in receipt of the ” in section 2302 ( a ) ( 1 ) should be used to include those veterans who were entitled to receive payment at death , and ( 2 ) Mr. Wingard was entitled to receive payment at the time of his death because 38 U.S.C ."
347,32,,,,M1,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1 ) the phrase Disin receipt of compensation ( in section 2302 ) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2 ) Mr. Wingard was entitled to receive compensation at the time of his death ."
348,32,,,,M4,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because 38 U.S.C. section 2302(a) should be interpreted to include those veterans who were entitled to receive compensation at death, and that Mr. Wingard was entitled to receive compensation at the time of his death."
349,32,,,,M10,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court, the candidate argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of repayment” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive repayment at death, and (2) Mr. Wingard was entitled to receive repayment at the time of his death because 38 U.S.C."
350,32,,,,M2,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court , the defendant said that she satisfied the criteria for non-service-connected burial benefits because ( 1 ) the phrase “ in receipt of the ” in section 2302 ( a ) ( 1 ) should be used to include those veterans who were entitled to receive payment at death , and ( 2 ) Mr. Wingard was entitled to receive payment at the time of his death because 38 U.S.C ."
351,32,,,,M11,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court, the claimant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C."
352,32,,,,M5,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court , the litigant reasoned that she fulfilled the standards for non-service-connected burial benefits because ( 1 ) the phrase “ in receipt of recompense ” in section 2302 ( a ) ( 1 ) should be understood to include those vets who were titled to receive recompense at death , and ( 2 ) Mr. Wingard was titled to receive recompense at the time of his death because 38 U.S.C ."
353,33,,,,M9,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.",The suer must show four things to establish a prima facie case of discrimination under § 1981: (1) it is a member of a protected group; (2) it sought to enter into a contractual relationship with the defendant; (3) it satisfied the defendant's normal requirements to enter into a contract with it; and (4) it was denied the opportunity to enter into a contract with the defendant that was typically granted to businesses owned by white people.
354,33,,,,M5,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to affirm a prima facie case for favoritism under § 1981 , the litigant must show that ( 1 ) it is a member of a protected class ; ( 2 ) it wanted to enter into a contractual relation with the litigant ; ( 3 ) it met the litigant ’ s common demands to enter into a contract with it ; ( 4 ) it was refused the opportunity to enter into a contract with the litigant that was otherwise provided to companies owned by whites ."
355,33,,,,M4,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a prima facie case under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it met the defendant's ordinary requirements to enter into a contract with it; (3) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites; and (4) it sought to enter into a contractual relationship with the defendant."
356,33,,,,M7,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a strong prima case for harassment under § 1981, the defendant must show that (1) it is a member of a protected class; (2) it sought to enter into a contracts relationship with the defendant; (3) it met the defendant ’ s ordinary criteria to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise provided to companies owned by whites."
357,33,,,,M1,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to start a prima facie case for discrimination in 1981 , the plaintiff must show that (1 ) it is a member of a protected class; (2 ) it wants to enter into a contractual relationship with the defendant; (3 ) it met the defendant meetings ordinary requirements to enter into a contract with white companies ."
358,33,,,,M10,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a self-evident case for discrimination under § 1981, the complainant must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the accused; (3) it met the accused’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the accused that was otherwise afforded to companies owned by whites."
359,33,,,,M11,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a arguable claim for discrimination under § 1981, the claimant must show that (1) it is a member of a protected class; (2) it try to make  a contract with the accused; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the accused that was otherwise provided to companies owned by whites."
360,33,,,,M2,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a prima donna case for damages under § 1981 , the court must show that ( 1 ) it is a member of a protected class ; ( 2 ) it sought to enter into a business relationship with the defendant ; ( 3 ) it met the defendant ’ s ordinary right to enter into a deal with it ; ( 4 ) it was denied the opportunity to enter into a deal with the defendant that was otherwise limited to companies owned by whites ."
361,33,,,,M8,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","in order to establish a prima facie case for discrimination under 1981, the plaintiff must show that it is a member of a protected class; it sought to enter into a contractual relationship with the defendant; contract defendant that to companies owned by whites."
362,33,,,,M3,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a prima donna case for damages under § 1981 , the court must show that ( 1 ) it is a member of a protected class ; ( 2 ) it sought to enter into a business relationship with the defendant ; ( 3 ) it met the defendant ’ s ordinary right to enter into a deal with it ; ( 4 ) it was denied the opportunity to enter into a deal with the defendant that was otherwise limited to companies owned by whites ."
363,33,,,,M6,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.",The defendant must show that ( 1 ) it is a member of a protected class ; ( 2 ) it sought to enter into a contracts relationship with the defendant ; ( 3 ) it met the defendant ’ s ordinary criteria to enter into a contract with it .This was in order .( 4 ) it was denied the opportunity .
364,34,,,,M8,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","courts may issue a writ of mandamus only if three conditions are satisfied: the petitioner must prove that he petitioner must have right to the writ, and the court must be convinced, that the writ needed"
365,34,,,,M10,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a writ of law only if three conditions are satisfied: 1) the candidate must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the candidate must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted."
366,34,,,,M6,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a writ of mandamus .Three conditions are satisfied .1 ) the petitioner must demonstrate .He lacks adequate alternative means .Providing that the writ is not used as a substitute for the courts process .1 ) 2 ) the petitioner must demonstrate a clear and obvious right .1 ) 3 ) the court must be convinced .1 ) given the circumstances , that the issue of a writ is needed ."
367,34,,,,M11,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue an order only if three conditions are satisfied: 1) the requester must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the requester must demonstrate a clear and indisputable right to the court order, and 3) the court must be convinced, given the circumstances, that the giving a order from a court is necessary."
368,34,,,,M3,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a warrant of mandamus only if three conditions are satisfied : 1 ) the defendant must demonstrate that he lacks adequate alternative means to obtain the desired relief , thus proving that the case is not used as a substitute for the due process , 2 ) the court must demonstrate a clear and absolute right to the court , and 3 ) the court must be convinced , given the circumstances , that the application of a warrant is necessary ."
369,34,,,,M4,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","The court may issue a writ of mandamus only if three conditions are satisfied: The petitioner must show that he has no other way to get the relief he wants. If the court finds that the petitioner has no other way to get the relief he wants, then the writ is not allowed. The court must also find that the petitioner has a clear and indisputable right to the writ."
370,34,,,,M9,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may order an official to complete their duties only if the following three conditions are met: 1) the petitioner must show that he lacks a decent alternative way to gain the desired relief, guaranteeing that the order is not used as a substitute for the appeals process, 2) the petitioner must show a clear and undeniable right to the order, and 3) the court must be convinced, given the situation, that the order is required."
371,34,,,,M7,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to achieve the desired relief, thus providing that the writ is not used as a substitute for the courts process, 2) the petitioner must demonstrate a clear and obvious right to the writ, and 3) the court must be convinced, given the circumstances, that the issue of a writ is needed."
372,34,,,,M2,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a warrant of mandamus only if three conditions are satisfied : 1 ) the defendant must demonstrate that he lacks adequate alternative means to obtain the desired relief , thus proving that the case is not used as a substitute for the due process , 2 ) the court must demonstrate a clear and absolute right to the court , and 3 ) the court must be convinced , given the circumstances , that the application of a warrant is necessary ."
373,34,,,,M5,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may release a writ of mandamus only if three circumstances are contented : 1 ) the suer must show that he lacks decent alternate means to win the desired relief , thus ensuring that the writ is not used as a stand-in for the appealingness process , 2 ) the suer must show a clear and undeniable right to the writ , and 3 ) the court must be persuaded , given the circumstances , that the issuing of a writ is justified ."
374,34,,,,M1,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a writ of mandamus only if three conditions are satisfied: 1 ) the petitioner must demonstrate that he lacks adequate alternative means to get the desired relief . This means that the writ is not used as a substitute for the appeals process,2 ) the petitioner must show a clear and indisputable right to the writrant is war . The court must be convinced the circumstances that the issuance of a writrant is war ."
375,35,,,,M2,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In case when an action is initiated by the Secretary of Labor under this title for the reasons of the rule of justice provided in section 255 ( a ) of this title , it shall be considered to be appropriate in the case of any individual claimant on the date when the complaint is made if he is specifically named as a party defendant in the complaint , or if his name did not so appear , on the same date on which his name is added as a party defendant in such action ."
376,35,,,,M6,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.",It was deciding .An action is commenced by the Secretary of Labor .This was under this section for the applications of the laws of limits .It shall be considered to be commenced in the case of any individual claimant .
377,35,,,,M7,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In deciding when an action is commenced by the Secretary of Labor under this section for the applications of the laws of limits provided in section 255 (a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is lodged if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the later date on which his name is added as a party plaintiff in such action."
378,35,,,,M1,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In determining when an action is started by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255 orders of this title, it shall be considered to be started in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date which his name is added as a plaintiff in action ."
379,35,,,,M11,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In determining when an action is started by the Secretary of Labor under this subsection for the purposes of the limitation period provided in section 255(a) of this title, it shall be considered to be started in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action."
380,35,,,,M5,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In deciding when an action is began by the Secretary of Labor under this section for the purposes of the statutes of limits provided in section 255 ( a ) of this title , it shall be considered to be began in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party litigant in the complaint , or if his name did not so appear , on the resulting date on which his name is added as a party litigant in such action ."
381,35,,,,M8,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.",action the secretary of labor the claimant his name is as a party plaintiff in action.
382,35,,,,M10,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual applicant on the date when the complaint is filed if he is specifically named as a party candidate in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party candidate in such action."
383,35,,,,M9,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","To determine when the Secretary of Labor starts an action under this subsection for the purposes of the statutes of limitations outlined in section 255(a) of this title, it will be considered to have started in the case of any individual claimant on the date the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action."
384,35,,,,M3,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In case when an action is initiated by the Secretary of Labor under this title for the reasons of the rule of justice provided in section 255 ( a ) of this title , it shall be considered to be appropriate in the case of any individual claimant on the date when the complaint is made if he is specifically named as a party defendant in the complaint , or if his name did not so appear , on the same date on which his name is added as a party defendant in such action ."
385,35,,,,M4,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","For the purposes of the statutes of limitations provided in section 255(a) of this title, when an action is commenced by the Secretary of Labor under this subsection, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action."
386,36,,,,M9,"While a federal court may exercise supplemental jurisdiction over state law claims “that are so related to claims in the action within [the Court’s] original jurisdiction that they form a part of the same case or controversy under Article III of the United States Constitution,” a court may decline to exercise such jurisdiction where it “has dismissed all claims over which it has original jurisdiction.” Indeed, unless “consideration of judicial economy, convenience and fairness to litigants” weigh in favor of the exercise of supplemental jurisdiction, “a federal court should hesitate to exercise jurisdiction over state claims.” Because Plaintiffs complaint fails to state a viable federal claim, and because this case is at the beginning stages of litigation, the Court declines to exercise supplemental jurisdiction over Plaintiffs state law claims at this time.","A federal court may give extra decisions over state law if the state law claims are closely related to the main claims in the case. However, if the court dismisses all the primary claims, it can choose not to handle the state law claims. If it's not more efficient, convenient, and fair for everyone involved, the court should be cautious about handling state law claims. Because the Plaintiffs' complaint doesn't have a valid federal claim, and because this case is in the early stages of the legal process, the Court declines to give extra decisions over the Plaintiffs' state law claims right now."
387,36,,,,M5,"While a federal court may exercise supplemental jurisdiction over state law claims “that are so related to claims in the action within [the Court’s] original jurisdiction that they form a part of the same case or controversy under Article III of the United States Constitution,” a court may decline to exercise such jurisdiction where it “has dismissed all claims over which it has original jurisdiction.” Indeed, unless “consideration of judicial economy, convenience and fairness to litigants” weigh in favor of the exercise of supplemental jurisdiction, “a federal court should hesitate to exercise jurisdiction over state claims.” Because Plaintiffs complaint fails to state a viable federal claim, and because this case is at the beginning stages of litigation, the Court declines to exercise supplemental jurisdiction over Plaintiffs state law claims at this time.","While a federal court may exercise supplemental jurisdiction over state law claims “that are so related to claims in the action within [the Court’s] original jurisdiction that they form a part of the same case or controversy under Article III of the United States Constitution,” a court may decline to exercise such jurisdiction where it “has dismissed all claims over which it has original jurisdiction.” Indeed, unless “consideration of judicial economy, convenience and fairness to litigants” weigh in favor of the exercise of supplemental jurisdiction, “a federal court should hesitate to exercise jurisdiction over state claims.” Because Plaintiffs complaint fails to state a viable federal claim, and because this case is at the beginning stages of litigation, the Court declines to exercise supplemental jurisdiction over Plaintiffs state law claims at this time."
388,36,,,,M8,"While a federal court may exercise supplemental jurisdiction over state law claims “that are so related to claims in the action within [the Court’s] original jurisdiction that they form a part of the same case or controversy under Article III of the United States Constitution,” a court may decline to exercise such jurisdiction where it “has dismissed all claims over which it has original jurisdiction.” Indeed, unless “consideration of judicial economy, convenience and fairness to litigants” weigh in favor of the exercise of supplemental jurisdiction, “a federal court should hesitate to exercise jurisdiction over state claims.” Because Plaintiffs complaint fails to state a viable federal claim, and because this case is at the beginning stages of litigation, the Court declines to exercise supplemental jurisdiction over Plaintiffs state law claims at this time.","a federal court jurisdiction state law claims part of the same case or controversy of the united states constitution,” to viable federal claim, and because this case is at the beginning stages of litigation, the court declines to exercise supplemental jurisdiction over plaintiffs state law claims at this time."
