text_pair_id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
873,125,,,,M5,"After the hearing, the court delivered a judgment, in which it excluded from the proceedings the part of the claim concerning the difference in the salary, which was joined with the third set of the proceedings, and rejected the remainder of the applicant’s claim.","After the hearing , the court produced a decision , in which it ejected from the proceedings the part of the claim concerning the difference in the salary , which was joined with the third set of the proceedings , and scorned the rest of the applier ’ s claim ."
874,125,,,,M6,"After the hearing, the court delivered a judgment, in which it excluded from the proceedings the part of the claim concerning the difference in the salary, which was joined with the third set of the proceedings, and rejected the remainder of the applicant’s claim.","After the hearing, the court delivered a case, in which it took from the case the part of the claim concerning the difference in the salary, which was joined with the third set of the case, and rejected the whole of the applicantâs claim."
875,125,,,,M7,"After the hearing, the court delivered a judgment, in which it excluded from the proceedings the part of the claim concerning the difference in the salary, which was joined with the third set of the proceedings, and rejected the remainder of the applicant’s claim.","After the hearing, the court delivered a case, in it took from the case the part of the claim concerning the difference in the salary, was joined in the salary with the third. Set of the case, rejected the whole of the applicantâs claim."
876,126,,,,M1,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.
877,126,,,,M2,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation reversed the decision of 12 June 2000 and sent the case file to the first-instance court .
878,126,,,,M3,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation reversed the decision of 12 June 2000 and sent the case file to the first-instance court .
879,126,,,,M4,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation said that the 12 June 2000 decision was not correct. It sent the case back to court.
880,126,,,,M5,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation reduced the judgement of 12 June 2000 and sent the case file to the first-instance court .
881,126,,,,M6,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation set the case of 12 June 2000 and made the case file to the first-instance court.
882,126,,,,M7,On 15 May 2001 the Court of Cassation quashed the judgment of 12 June 2000 and remitted the case file to the first-instance court.,On 15 May 2001 the Court of Cassation set the case of 12 June 2000 made the case. File to the first-instance court.
883,127,,,,M1,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”"
884,127,,,,M2,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an attempted conspiracy against a number of officers , active support for government , the failure of the course of public justice , the loss of an important position of trust for personal gain , or the murder or the murder of police officers . ”"
885,127,,,,M3,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an organised conspiracy amongst a number of officers , active support for criminals , the failure of the course of public justice , the betrayal of an important position of power for personal gain , and/or the corruption or attempted corruption of junior officers . ”"
886,127,,,,M4,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an organised conspiracy amongst a number of officers, active support for criminals, the corruption or attempted corruption of junior officers, the perversion of the course of public justice, and/or the betrayal of an important position of trust."
887,127,,,,M5,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an organized conspiracy amongst a number of officers , active support for felons , the perversion of the course of public justice , the treachery of an important position of trust for personal gain , and/or the immorality or attempted immorality of junior officers . ”"
888,127,,,,M6,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an organised conspiracy amongst a number of officers, active support for criminals, the course of the course of public justice, the betrayal of an important position of love for personal gain, and/or the corruption or attempted corruption of junior officers.â"
889,127,,,,M7,"an organised conspiracy amongst a number of officers, active support for criminals, the perversion of the course of public justice, the betrayal of an important position of trust for personal gain, and/or the corruption or attempted corruption of junior officers.”","an organised conspiracy amongst a number of officers, active support for criminals, the course of the course of public justice, the betrayal of an important position of love for personal gain, and/or the corruption or attempted corruption of junior officers.â"
890,128,,,,M1,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial."
891,128,,,,M2,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution protects the right to freedom and security of person and sets out the circumstances under which a person 's freedom may be protected . By article 4 of this law , a civil court hearing will be called for by law , which will also provide the maximum length of the after trial ."
892,128,,,,M3,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution protects the right to liberty and security of person and sets out the conditions under which a person 's liberty may be restricted . By paragraph 4 of this section , a civil court procedure shall be provided for by law , which shall also determine the maximum duration of detention pending trial ."
893,128,,,,M4,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution guarantees the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. The maximum duration of detention pending trial shall also be determined by the law, according to paragraph 4 of this provision."
894,128,,,,M5,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution obtains the right to freedom and security of person and sets out the procedures under which a person 's freedom may be limited . By paragraph 4 of this provision , a habeas corpus process shall be gave for by law , which shall also choose the maximum length of detainment pending trial ."
895,128,,,,M6,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution has the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this and, a new procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial."
896,128,,,,M7,"Article 17 of the Constitution secures the right to liberty and security of person and sets out the conditions under which a person's liberty may be restricted. By paragraph 4 of this provision, a habeas corpus procedure shall be provided for by law, which shall also determine the maximum duration of detention pending trial.","Article 17 of the Constitution has the right to liberty security of person sets out the. Conditions under a person's liberty may be restricted. By paragraph 4 of this a new procedure shall be provided for by law, shall also determine for by law the maximum duration of detention pending trial."
897,129,,,,M1,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law."
898,129,,,,M2,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On 15 July 2004 the court of the Supreme Court of Yakutia allowed the Ministry ’ s formal review , and reversed the decision on the ground that the lower court had violated the law ."
899,129,,,,M3,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry ’ s supervisory-review complaint , and dismissed the case on the ground that the lower court had violated material law ."
900,129,,,,M4,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On July 15, 2004, the Supreme Court of Yakutia said that the supervisory review law could be changed. The court said that the district court had made a mistake when it made the original decision."
901,129,,,,M5,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry ’ s supervisory-review complaint , and reduced the judgement on the ground that the district court had misread material law ."
902,129,,,,M6,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministryâs supervisory-review complaint, and made the matter on the ground that the the court had made material law."
903,129,,,,M7,"On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministry’s supervisory-review complaint, and quashed the judgment on the ground that the district court had misinterpreted material law.","On 15 July 2004 the Presidium of the Supreme Court of Yakutia allowed the Ministryâs supervisory-review complaint, and made the. Matter on ground that the the court had made material law."
904,130,,,,M1,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”
905,130,,,,M2,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,“ The rights and obligations set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina . These laws have authority over all other law . ”
906,130,,,,M3,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,“ The rights and obligations set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina . These shall have priority over all other law . ”
907,130,,,,M4,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,The European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina and shall have priority over all other law.
908,130,,,,M5,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,“ The rights and immunities set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina . These shall have priority over all other law . ”
909,130,,,,M6,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,âThe rights and and set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.â
910,130,,,,M7,“The rights and freedoms set forth in the European Convention for the Protection of Human Rights and Fundamental Freedoms and its Protocols shall apply directly in Bosnia and Herzegovina. These shall have priority over all other law.”,Âthe rights and and in the European Convention for the Protection of Human Rights and Fundamental and its. Shall apply directly in Bosnia and Herzegovina. shall have priority over all other law.â
911,131,,,,M1,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account."
912,131,,,,M2,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On 4 May 2005 the government started civil action in the Podilskyy District Court of Kyiv against the Police Office , arguing that his arrest and detention had been illegal and sought damages on this account ."
913,131,,,,M3,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On 4 May 2005 the government started civil action in the Podilskyy District Court of Kyiv against the Police Office , claiming that his arrest and detention had been illegal and seeking relief on this account ."
914,131,,,,M4,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On May 4, 2005 he started civil proceedings in the Podilskyy District Court of Kyiv against the Police Office. He said that his arrest and detention had been illegal and that he should be given back his money."
915,131,,,,M5,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On 4 May 2005 the applicant created civil proceedings in the Podilskyy District Court of Kyiv against the Police Office , avowing that his arrest and detainment had been improper and wanting recompense on this account ."
916,131,,,,M6,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On 4 May 2005 the time did civil case in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been wrong and seeking money on this account."
917,131,,,,M7,"On 4 May 2005 the applicant instituted civil proceedings in the Podilskyy District Court of Kyiv against the Police Office, claiming that his arrest and detention had been unlawful and seeking compensation on this account.","On 4 May 2005 the time did civil case in the Podilskyy District Court of Kyiv against the Police Office, claiming that his. Arrest detention had been wrong seeking money on this account."
918,132,,,,M1,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case."
919,132,,,,M2,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the paper , the Municipal Court held a trial on 3 February 2004 . On 29 February 2004 the and , following the Municipal Court ’ s request of 19 February 2004 , his his of on the case ."
920,132,,,,M3,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the paper , the Municipal Court held a hearing on 3 February 2004 . On 29 February 2004 the and , following the Municipal Court ’ s request of 19 February 2004 , expressed his opinion on the case ."
921,132,,,,M4,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 19 February 2004, the Municipal Court asked the applicant to give his opinion on the case."
922,132,,,,M5,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the applicant , the Municipal Court held a hearing on 3 February 2004 . On 29 February 2004 the applicant , following the Municipal Court ’ s request of 19 February 2004 , evinced his opinion on the case ."
923,132,,,,M6,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the defendant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the defendant, following the Municipal Courtâs request of 19 February 2004, expressed his opinion on the case."
924,132,,,,M7,"According to the applicant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the applicant, following the Municipal Court’s request of 19 February 2004, expressed his opinion on the case.","According to the defendant, the Municipal Court held a hearing on 3 February 2004. On 29 February 2004 the defendant, following the Municipal Courtâs request of 19 February 2004, expressed his opinion on the case."
925,133,,,,M1,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code)."
926,133,,,,M2,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","– Secondly , the student had previously attacked the Ministry of Education on the ground that the new books were produced in violation of the conventions signed by Greece . As a result , he had taken the criminal act of protesting the actions of his staff in public using language which showed signs of understanding or of using false words ( Article 206 § 1–6 of the criminal Code ) ."
927,133,,,,M3,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","– Secondly , the student had publicly attacked the Ministry of Education on the ground that the new books were produced in breach of international obligations made by Greece . As a result , he had committed the disciplinary offence of protesting the actions of his superiors in public using language which showed lack of respect or intentionally using false arguments ( Article 206 § 1–6 of the above-mentioned Code ) ."
928,133,,,,M4,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","- Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence (Article 206 § 1–6 of the above-mentioned Code) of criticising the actions of his superiors in public (Article 206 § 1-6)."
929,133,,,,M5,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","– Secondly , the applicant had publically criticised the Ministry of Education on the ground that the new books were presented in breach of foreign accords agreed by Greece . As a result , he had committed the disciplinary offense of criticising the actions of his higher-ups in public using diction which showed lack of regard or purposely using baseless arguings ( Article 206 § 1–6 of the above-mentioned Code ) ."
930,133,,,,M6,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","â Secondly, the father had publicly called the Ministry of Education on the ground that the new books were made in breach of international law made by Greece. As a result, he had committed the disciplinary offence of having the actions of his superiors in public using means which showed lack of respect or intentionally using the arguments (Article 206 Â§ 1â6 of the above-mentioned Code)."
931,133,,,,M7,"– Secondly, the applicant had publicly criticised the Ministry of Education on the ground that the new books were distributed in breach of international agreements concluded by Greece. As a result, he had committed the disciplinary offence of criticising the actions of his superiors in public using phraseology which showed lack of respect or intentionally using unfounded arguments (Article 206 § 1–6 of the above-mentioned Code).","Â Secondly, the father had publicly called the Ministry of Education on the ground that the new. Books were made in breach of international law made by Greece. As a result, he had committed the disciplinary offence of having the actions of his superiors in public using means which lack of respect or using the arguments (Article 206 Â§ 1â6 of the above-mentioned Code)."
932,134,,,,M1,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.","On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned."
933,134,,,,M2,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.","On 27 October 2004 the Constitutional Court considered the case itself as being too unreasonable . It found that the Supreme Court had adequately heard the three ’ case , its findings were not entirely wrong or wrong and its conclusions had been well drawn ."
934,134,,,,M3,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.","On 27 October 2004 the Constitutional Court declared the complaint itself as being highly ill-founded . It found that the Supreme Court had adequately examined the three ’ arguments , its conclusions were not necessarily wrong or wrong and its conclusions had been well drawn ."
935,134,,,,M4,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.",On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. The court found that the Supreme Court had properly examined the arguments of the plaintiffs and had made the right decisions. The court's decisions were not arbitrary or wrong.
936,134,,,,M5,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.","On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned."
937,134,,,,M6,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.","On 27 October 2004 the Constitutional Court declared the complaint bad as being just ill-founded. It found that the Supreme Court had well examined the plaintiffsâ arguments, its found were not just wrong or wrong and its conclusions had been well decided."
938,134,,,,M7,"On 27 October 2004 the Constitutional Court declared the complaint inadmissible as being manifestly ill-founded. It found that the Supreme Court had adequately examined the plaintiffs’ arguments, its findings were not manifestly arbitrary or wrong and its conclusions had been adequately reasoned.","On 27 October 2004 the Constitutional Court declared the complaint bad as being. Just ill-founded. It found that the Supreme Court had well examined the plaintiffsâ arguments, its found were not just wrong or wrong and its had well decided."
939,135,,,,M1,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997."
940,135,,,,M2,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","Following the Coroner ’ s report , an emergency Notice was sent on 22 January 1997 to all officers in care of the changes , problems with risk issues , signs and signs , and ways of taking it . This was to be developed into a new two-day training course for chief Police Officers with effect from 1 April 1997 ."
941,135,,,,M3,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","Following the Coroner ’ s recommendations , an Operational Notice was issued on 22 January 1997 to all divisions in respect of the safety , dealing with risk factors , signs and symptoms , and ways of taking risks . This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997 ."
942,135,,,,M4,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","An Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997, dealing with risk factors, signs and symptoms, and ways of reducing risks."
943,135,,,,M5,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997."
944,135,,,,M6,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","Following the Coronerâs recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of suicide officers, dealing with risk factors, signs and symptoms, and ways of taking risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997."
945,135,,,,M7,"Following the Coroner’s recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of positional asphyxia, dealing with risk factors, signs and symptoms, and ways of reducing risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997.","Following the Coronerâs recommendations, an Operational Notice was issued on 22 January 1997 to all divisions in respect of suicide officers, dealing with risk factors, signs and symptoms, and of risks. This was to be incorporated into a new two-day training course for Metropolitan Police Officers with effect from 1 April 1997."
946,136,,,,M1,"“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”","“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”"
947,136,,,,M2,"“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”","“ and on bail will be allowed only when it is necessary ; this measure shall not be used if court or police action , or both of these actions , are considered necessary . ”"
948,136,,,,M3,"“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”","“ Detention on land shall be allowed only when it is mandatory ; this measure shall not be used if court or police supervision , or both of these measures , are considered adequate . ”"
949,136,,,,M4,"“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”","Detention on remand shall be imposed only when it is necessary. This measure shall not be imposed if police supervision, bail, or both of these measures are considered sufficient."
950,136,,,,M5,"“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”","“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”"
951,136,,,,M6,"“Detention on remand shall be imposed only when it is mandatory; this measure shall not be imposed if bail or police supervision, or both of these measures, are considered adequate.”","âDetention on time shall be made only when it is mandatory; this measure shall not be made if stay or police supervision, or both of these measures, are considered adequate.â"
